timestamp,value
12:08:02.659,-1.13431000E-1
12:08:02.742,-1.13431840E-1
12:08:03.614,-1.13369984E-1
12:08:03.744,-1.13374832E-1
12:08:04.245,-1.13404944E-1
12:08:04.744,-1.13466192E-1
12:08:05.246,-1.13563352E-1
12:08:05.746,-1.13661448E-1
12:08:06.247,-1.13761000E-1
12:08:06.749,-1.13840320E-1
12:08:07.250,-1.13899152E-1
12:08:07.908,-1.13935072E-1
12:08:08.250,-1.13954720E-1
12:08:09.114,-1.13973352E-1
12:08:09.251,-1.13975408E-1
12:08:09.753,-1.13996544E-1
12:08:10.255,-1.13990024E-1
12:08:10.755,-1.13975768E-1
12:08:11.255,-1.13941040E-1
12:08:11.757,-1.13900232E-1
12:08:12.257,-1.13853320E-1
12:08:12.759,-1.13808000E-1
12:08:13.406,-1.13747560E-1
12:08:13.760,-1.13716912E-1
12:08:14.614,-1.13650352E-1
12:08:14.760,-1.13644272E-1
12:08:15.260,-1.13628168E-1
12:08:15.763,-1.13640472E-1
12:08:16.264,-1.13666928E-1
12:08:16.764,-1.13702592E-1
12:08:17.265,-1.13754928E-1
12:08:17.767,-1.13782840E-1
12:08:18.268,-1.13788632E-1
12:08:18.905,-1.13732088E-1
12:08:19.270,-1.13709344E-1
12:08:20.114,-1.13579840E-1
12:08:20.271,-1.13516032E-1
12:08:20.773,-1.13431080E-1
12:08:21.274,-1.13432232E-1
12:08:21.775,-1.13388952E-1
12:08:22.276,-1.13403408E-1
12:08:22.775,-1.13417200E-1
12:08:23.279,-1.13442688E-1
12:08:23.776,-1.13472328E-1
12:08:24.406,-1.13539928E-1
12:08:24.780,-1.13508112E-1
12:08:25.613,-1.13411712E-1
12:08:25.781,-1.13391608E-1
12:08:26.282,-1.13359040E-1
12:08:26.784,-1.13203344E-1
12:08:27.283,-1.13151664E-1
12:08:27.784,-1.13058480E-1
12:08:28.285,-1.12993920E-1
12:08:28.786,-1.12982552E-1
12:08:29.287,-1.12925040E-1
12:08:29.906,-1.12873072E-1
12:08:30.288,-1.12887480E-1
12:08:31.114,-1.12896672E-1
12:08:31.292,-1.12820272E-1
12:08:32.028,-1.12853192E-1
12:08:32.293,-1.12928768E-1
12:08:32.794,-1.12986704E-1
12:08:33.294,-1.13054024E-1
12:08:33.794,-1.13104264E-1
12:08:34.295,-1.13156992E-1
12:08:34.794,-1.13218392E-1
12:08:35.406,-1.13287920E-1
12:08:35.796,-1.13322872E-1
12:08:36.613,-1.13449328E-1
12:08:36.797,-1.13462144E-1
12:08:37.528,-1.13543952E-1
12:08:37.798,-1.13565264E-1
12:08:38.298,-1.13614152E-1
12:08:38.798,-1.13645400E-1
12:08:39.298,-1.13660712E-1
12:08:39.800,-1.13688504E-1
12:08:40.300,-1.13680312E-1
12:08:40.906,-1.13675720E-1
12:08:41.301,-1.13670104E-1
12:08:42.112,-1.13673480E-1
12:08:42.304,-1.13675528E-1
12:08:43.028,-1.13673624E-1
12:08:43.305,-1.13693408E-1
12:08:43.808,-1.13712928E-1
12:08:44.310,-1.13749608E-1
12:08:44.810,-1.13790768E-1
12:08:45.312,-1.13835304E-1
12:08:45.812,-1.13841704E-1
12:08:46.405,-1.13853280E-1
12:08:46.814,-1.13866400E-1
12:08:47.613,-1.13849592E-1
12:08:47.816,-1.13851944E-1
12:08:48.528,-1.13847040E-1
12:08:48.817,-1.13832968E-1
12:08:49.320,-1.13793208E-1
12:08:49.821,-1.13787344E-1
12:08:50.322,-1.13763840E-1
12:08:50.825,-1.13730464E-1
12:08:51.326,-1.13696392E-1
12:08:51.904,-1.13676752E-1
12:08:52.327,-1.13655688E-1
12:08:53.113,-1.13632480E-1
12:08:53.330,-1.13628992E-1
12:08:54.027,-1.13609048E-1
12:08:54.333,-1.13606920E-1
12:08:54.833,-1.13591072E-1
12:08:55.333,-1.13584512E-1
12:08:55.835,-1.13568024E-1
12:08:56.336,-1.13562064E-1
12:08:56.837,-1.13567600E-1
12:08:57.403,-1.13560824E-1
12:08:57.841,-1.13578128E-1
12:08:58.611,-1.13583760E-1
12:08:58.842,-1.13584552E-1
12:08:59.527,-1.13587080E-1
12:08:59.843,-1.13601512E-1
12:09:00.345,-1.13607480E-1
12:09:00.844,-1.13591448E-1
12:09:01.348,-1.13606408E-1
12:09:01.847,-1.13590000E-1
12:09:02.349,-1.13584344E-1
12:09:02.903,-1.13567080E-1
12:09:03.352,-1.13548952E-1
12:09:04.112,-1.13531568E-1
12:09:04.354,-1.13524888E-1
